timestamp,headline,link,sentiment
"Wed, 26 Mar 2025 18:33:45 GMT",Demonstrations swell as thousands join second day of protests against Hamas in Gaza - The Times of Israel,CBMitAFBVV95cUxPaU9zTjVhdk5YOGdQdDJxT2xOd3VpMm9hN1dHVklCanhuWkpGcS1jWHBDVTA4cTNHUngtNlUtVUVyenRKd0dqeW44Wm4zWnF3U2tOVXN6bFlXZlpMRFU1eFR3NHB2bENhMktidHFXYTdXX3U5UXdJZ0RBalEzd3pkOHBiM1pWaXJfdTBGNDY2WDNJRW5sUndybS1aaDF4UkFkUUUtdmlDakgzX2lrbHBxcDhxMEHSAboBQVVfeXFMTXFha1YyanBsRTJuTVNiMjVuR0N1dl9WM1BlemtiY1BadDJEN1M5WHRnZU5NQzZIb2d0VDlJZTUzc0R4SFdnX1NVLV9yc1ItZ3pBRDI3RnJRMTZoUU5faC02NThTc0ZSRWtUZW82bENwYzVucHNXQm9qYjFOWXcySnJnNzJlZ3RwTGNuRXVkNGFPWFRjNTl3MHVEY1N1YzdaMng3OXZFMWJxOVFIZVFQODY3UF9zNTJGYm1B,0.0
"Wed, 26 Mar 2025 12:55:28 GMT",At least 24 dead as wildfires ravage southern South Korea and force thousands to evacuate - KSL.com,CBMixAFBVV95cUxOcTlvWWJiSDZrWm1kdzM4QmRpN3ZEYmQyRmlVOWQzNkNNVlhVeXR4Q3o5NkpLNlY1UGhWZFM0SWdlVVo2UUVubjlGSmJ0Nm5FazJNVk1vbEczaUN4dzdMSVhJcWZweU9Wb19xR3V0Rm1sV2E4ZUZJWTVNdkUxejQ4NHk4YktXMzk1RnRZd1FuRlM5SHB5cnVhOWFVa09Zb1JqLU5WZng4dG5BZHBWdVZMUDMySGFYNTFzWWtxckJ1WjRUTjdT,-0.1667
"Wed, 26 Mar 2025 21:01:38 GMT","What to know about Pituffik, the only U.S. military base in Greenland - NPR",CBMiiwFBVV95cUxQXzlFa3JnN1lHQ2dOVVRfYlhQeERZbXhYa1hYQklKQjdJbWR6SmZ2NTE4YVpybUlNbTN1S24wTFpIQjVla1Q0cG13bUFMaF9XYUxxUk1VV09kTWxRSkJveHVKN0gtZm5zeE5MV0xjQklzb0VkeDBZem52aW03MXdScnJESEoxX0Rla1JZ,-0.3
"Wed, 26 Mar 2025 19:28:27 GMT","Four U.S. soldiers killed during training in Lithuania, says NATO chief - The Washington Post",CBMikAFBVV95cUxNSjFhekQ4UENKUkRTZnYxVzNLeEtjeklCVng3UXEzZTZXdXhkUW1Obk5TYjIxem9zWVBOOEFiNkJKdl9SNTVlU2hSVVNuTGJfcUpxZXd1X1JFRXdjaW1IVG5qMF9PYWsyVXh0Q25qOFppdWZLVXVpa01DcjVXaC1sUTVEZS0zcXlFUEozNlM2S1A,-0.2
"Wed, 26 Mar 2025 22:09:08 GMT",Trump announces 25% tariffs on car imports to US - BBC.com,CBMiWkFVX3lxTE9GM1plX2h1SWpMUGZuaWNQdk1MeHFVcmNQZXVMNzlmaklBR0ZYUnhybEFPMkFMaXhVRFNuS1lFN21Qb1NEaC1rVjBhV0J4R0tpX28tTTN2VGpSd9IBX0FVX3lxTE1weWtlcmk4bkwyd0F2S0lzSUJ2Q1BjYVBJeEZWZDhKLWNZWGVGSFphTlliV3IteE9xM0xiVVVDUjlNRlo2ekdqTE5lU0J5LVZZRkY2QW1ldjlhbExLcXR3,0.0
"Wed, 26 Mar 2025 22:52:00 GMT",Stock futures fall as investors weigh Trump's auto tariffs: Live updates - CNBC,CBMieEFVX3lxTE9URW5vRXRzbGRHTzMza0M3Z0g5RXMxTlJORW95d3Vfb09kdmRWVkMyUFQ0WGhFUzVBemIwb2V4alhqczRQeERrNlo2U3pfT2V0dWkwMjRBQllhUVUxc3RoYW1DLUxla2ViczhJdjdpaU9leGU4ZXhya9IBfkFVX3lxTE5heUtDVTB6clVFdkdpSDl2OU1pUGxpMHZFX3BKWVQtQ1BKZ0lZOWNrem5HaTZCZFRhUTlROTdkYnNic3Y2ekR3RW9ITnUwSjhFc2otd0dxYmFyaFcyQ002RzloTWZMeFRkY1RIdWd5WkNNaTVrTjNhZHhEeWt6dw,0.1364
"Wed, 26 Mar 2025 21:07:35 GMT",Judge allows ‘New York Times’ copyright case against OpenAI to go forward - NPR,CBMimgFBVV95cUxPd2ZKS2xrMmY1WF92Y2NtMVBJc3M5Vkg4SUFRdHVic2V3N1FRTVZIVVpmSE9sa1lZVW1VQXJfc0tEOXZ3TGI3UlVnSG5OWE95c2R4eVE0azB6SlV6T2VWVk84b0ZUQkxwWFVVa3hWdmpvbEJwSXFuWGxKNjA4MHFCcEJiZVlVU3RkQXh0QU5xelp0M1c2ZWp0eFJn,0.1364
"Wed, 26 Mar 2025 14:34:28 GMT",Dollar Tree says it's winning over higher-income shoppers and may offset tariffs with price hikes - CNBC,CBMijAFBVV95cUxOU0FPWlJzRTlFOE5KNHI3TmIxbFNlaENSSFFlRWhxenpUU29BbWp5bGNJbE9lSFVEdHR5V0htSk5QS1pQbDc0cVN2aGw5dTdob0diaGFsNTQtZWFOb0J5Y3hhTzJOdHlhVm9KWnhGa19jMHhpVXlGNV9oZi0wdGQzX2dmbVJmZElMdlN3WdIBkgFBVV95cUxNcUY1MHhTbzVTYUNuT191MlFaRXFQRzlETzNGc2ZqWXMybDNKR01KdHFxRmh5dTFVNnk1ZUJ1UGNSbUo0dzBmM3gyNjM2eW9sdTdqekxtX0hfSEFodkNpVnRnb2E0TmFsYnNCaFE0NDJOa3pIdkhRTm1MWXozUFRlS1cyZEZhdXE0SHZGclBQdlRIdw,0.5
"Wed, 26 Mar 2025 17:00:47 GMT",Canon goes all in on vlogging with the PowerShot V1 compact and R50 V mirrorless cameras - Engadget,CBMi0gFBVV95cUxNODlVeEdjTVFodS1Ia1g5MkJYOUpVMWJJeWJrRklsY3dJNnV2Vm9Ja0VJNW9NeV80YU8xZmdGRnZxZllXZWpENzlaa3h1bEdid3QwOHFrR0xHanlleWdYUzgxMWdoVFdZSmhOaGUwN2dPb3liR3dMNWRBZkJjWnBFQ2pldEU0WG10Z0ZpZ3haYjZjUVhTeGRWMmQ0SElOeGQ4bWJ4UWYwdl9WNkcyM3l0bVUtc3g4QU9zTFk2MmJycUJVWUJMRmUxcjZQck5zN1NBbnc,0.0
"Wed, 26 Mar 2025 21:49:00 GMT",OpenAI CEO Responds to ChatGPT Users Creating Studio Ghibli-Style AI Images - Variety,CBMilwFBVV95cUxPSVhSeXJadjFadjFJYVdNUVRDRUh5dDBSVDBuLVZpZUFNSWZ5Nk5TeXNLVXdLQmpxVlFCSE4yS1JTcElkbThhNTFwT1J3WW9tSjc0QUNsb00wd0o2VUVVM2J0MnFsZHRvRnU3aFA0YjhsaS1TUkdGWkFxS0pha0tVZ3F4bVJWMTA3MXkwTVFLNHh0ZVZPNmxR,0.0
"Wed, 26 Mar 2025 18:16:20 GMT","Apple’s base iPad didn’t get AI, and this chart totally explains why - 9to5Mac",CBMikwFBVV95cUxQMnNtZFpHXzJKeGo3TTBQclBhQmJKaUVHTmcwWXpUY1hzV00yaGZGeEUtdEtUQkp3VWM3bnQwNU9DNENDSzJOa1NtNFZnbDdGYWtMakNXckpNbzJwOTFCcFRpZW1GQVRrM1lyQlFrZVJFcC1PY1hpZEl1SlZENUh5bVoxME1qY1hobTFuSWRTc3RhVXM,-0.4
"Wed, 26 Mar 2025 15:15:00 GMT",Some Google Pixel owners reporting failed alarm clocks - 9to5Google,CBMif0FVX3lxTFBONl85cUp4Rm9ETmxSNGZMTjFGekhOeUpJV3BEcjhBQlg1Uzl4aWV4MlI5R0I2aXZ5c0ViVlcwaFRMN0Frcm04dWRTLVpSVk90RzlHSzBoU1lERGViSlFnRktDNm5mNUY3R1FSYm1VQTBqWjV0cllHQlhvX3hyZVk,-0.5
"Wed, 26 Mar 2025 21:36:00 GMT","Every ‘X-Men’ Actor in the ‘Avengers: Doomsday’ Cast: Channing Tatum, Patrick Stewart, James Marsden, Ian McKellen and More - Variety",CBMib0FVX3lxTE9sRlZkMWc4OXRqQkJVLXRpYVJLWTUwNHFkYTNoS0tsQnl4aVJIdWlMaklRdTJLZVlfbmVDZXNuZGRBRncyNEM3ck1XVGRGYUtJcXowYU1EWnFmU0ViX1p0TkYwQ19TaHJ5Zmt1SVhjYw,0.5
"Wed, 26 Mar 2025 07:01:00 GMT","‘The Studio’ Bosses Evan Goldberg And Seth Rogen Talk Hollywood, Inspiration & Killing Martin Scorsese’s Fake Movie - Deadline",CBMijwFBVV95cUxPd1B4bDlRc25kZlgwX0xqb3FWRlhDOUUtemR1UGM2TXRmRnl3SlZRd1R2NDdjcUF0aGZyc2NRLVpEX0VmQXNFLWlMUE83WlVsS0ZhQk5QbWVab1RlVnV5QmswVVYwcjltS2t1UTBhdkVMaDRlcHJzNnhaS2E2aE5Ka2NfOEc1bUpnWkZnQV9KNA,-0.5
"Wed, 26 Mar 2025 18:03:01 GMT",'Rust' movie trailer released 4 years after cinematographer Halyna Hutchins' on-set death - NBC News,CBMizwFBVV95cUxQNjR3c1NrakVBX1RWZ2VyTmNsaU9CWkp2RXNpOVZsVFU5WXhyTkJTOFFRd2dJRVM0WFRFa0dhX1QzWndZbWdYVnM5ZHlNS1hPVzdGY2NjTlh4TERrNEJZaGdkYkcyT3JKNHdkNHJ0R3RDWXRJUk5ndGZyRldvZ1o2ZzRRYkJheW5rMDdaZEthTVhnNW5kY0F5SV9sVzBsVW5Td2xiMGRtM3ZPajJWWmdxd2ZPX0J2TUpOZlI0NTNyeHRDYnVSQmdLYWVXbDRfM2_SAVZBVV95cUxQZmkwN1J0VS1LXzJ0bDFTRWMyOUdiNXRycHlhR21VenJFTFNxOUhBanVac3hKVmI1N0ozcHdKZ0hoVUlJZC1qd0M4QjFFbW5LQjFsMHdiUQ,0.0
"Wed, 26 Mar 2025 22:49:25 GMT",‘Snow White’ Producer’s Son Slams “Immature” Rachel Zegler: “Clearly Hurt the Film” - Hollywood Reporter,CBMisAFBVV95cUxOc1BqRXBCWXJQTmpYV2F3MFk5dk5hZjdLQUFKMlJfeFpoNGNRbmlJQTRYSHZaN2prbmlJOFJ3TlVadEhld1FzYi0wd2tSTlhxUFJsbUd0c0ZaRWp0QWhrdFZnZGNfMmdWVlU3TmM5bzBjd25BZWh6ZjNHOHhaaG44TkxmR3FZY1MxaGh6d3JubElsSTdTblA5Q1JLMmlUaVRrbWp0NkJCX0FkYkZTSFkzNQ,0.05
"Wed, 26 Mar 2025 20:35:00 GMT","2025 MLB predictions: Expert picks for MVP, Cy Young and other major awards for new baseball season - CBS Sports",CBMizgFBVV95cUxNV0dlMXctaG53TERSRC1GdXUtaXVaR3RrYkhYVmdTMVVjTEFxOGFoVVVlSF9RTW4ySFJTNDNtZWtfV083Sk1ncWYyNkJWV3BKajhJNHQtZG5nUXloVXV2cklnZVRpcXRwLWhndm9oYV9GNXpKQkVPV0lLaGN1MmxGRWRNMGUyWEh5T2NuZE5kVE1POFFnTmdHdVE0NzZUaWVoMVFOcE9lOHphTjgxUF8xVGFQMjFQR0JZQ3lHczlPYllxZXpnWGNHQmUxT2xQZw,0.0435
"Wed, 26 Mar 2025 19:01:30 GMT","2025 NCAA Tournament bracket: Sweet 16 predictions, March Madness second chance picks by top model - CBS Sports",CBMi0gFBVV95cUxQWl9kbGdnbDlYMFdoUWdlMTJDVWUySkx5bmpkRElWVHA4RzJ4M2w3cWJFbTFqTmlDbGtlcTBBMDdjOU82SnFxQkJ0VnN3b0V2c0ZVT3hvY3ZvamJtLXpKeDRDRWUxR2VTLWgtTjk2QWV1VHVvOHhmbDE4ZG5VdmJVUHVtZUZEN203QTRrU18yR2Nid2RBeUZxcUZlRWZLaldKaXRfa1IyLWV2ZWwxZlZaT213UGd4WFp2NWxCWDhPYk1WNUUxdlFRMjlmbjFVUm5OWlHSAdcBQVVfeXFMTUd1alBHV2ZwLVR4NGRkSHZsb2h6T21OMDNxYjc4c05ERkk4WHI1YnhoUFd0U2U4UTh3RlRsWDV3YjJ0SVlXQnBobl9rcGFDUTVyVTMtQm1ObmhHd2otS2pUZUhrZ18yYkcwR0pkS0ZuWnQ5YWp5ZnowWU9VbndCVjlLbDU1TFZTLVRmazBPRXFuUEJjcTE3TG9lSmhTak9QTGNSVW5kOVVRVExSQkllOHhUOF9PWV9YY1FiSXhaUHZ0YXJReUUydEo2cUpDemNjSEIyVkFMSVk,0.2833
"Wed, 26 Mar 2025 21:22:18 GMT",Russell Wilson expects to be the Giants starter - NBC Sports,CBMirgFBVV95cUxQZ1lUcHE4UXB4M0dlcjJXSHAwWjU1RW1oWExTQm1XSFBJX2pqU2ZXLXNBelprLXQ2R3V6M3VtMll3R1JHcTFYYUJYcGl3UG1jNnVEQW5EUUt6MW03RHFFNE5CYVBMaUlxU29SZTB0SG1RR2Rlb01VVFh3SmRBRDdNRmN5bzltS2c4UTUtUzlJSnhMZTM3ZU9HdmlGeGpfaHYydlVvTy11TEVOeHpTU3c,0.0
"Wed, 26 Mar 2025 15:55:00 GMT",Houston coach Kelvin Sampson is winning after his career was derailed for NCAA violations that are now allowed - CBS Sports,CBMi8wFBVV95cUxNN3hNOHhIUWc5R0NfNWpSVk5QQmE0bndqQXRMM3FfWGNLSk5WYTRBU055Z3JDZVVDbk9GbXRSaG9pWFltQ29BaGkzelY0UVhXaGdmWXF3RFRfODc3NEpHV01GX0tZRlF5N2dVMVZYREVGREpKNTJ6WGlUc0ExbGhRZ1lPWmhkRkl6ZE04ZDVJREcyQ045bklBNmxMZ0RKalBaOGJtT0hXbmNIVHdxdXlQOXA1YTdWUUJhcUtyNWRHRTVUM3dCYWI2NVlMME41WTlXV2sxcjdjcjA2YVMwQk9mY0ExWVRYTlRNUHN1Qlp0ZnI2ZnfSAfgBQVVfeXFMTy1pcUg1bWJxSGRnOHMySUpscGstamNyNEd6TjRVVmhDVUdreHlMd2NjMTNnUGpDaFlwTHNYVUpicTJTVkVWS010SkhEQVZ4aXctbEoyYjVXdmF2UGRzSkJfMnRqX0U5Yi1NYVpNb1hVVW9EWmM1YnNjaUdKY3M4ZnQ4aWsyNEtrYlNDM0Y5X09WMU8yY0NhY1RIZjFyQ0xER2RMRzVFMFNtSjY0R1N4aUUzb1FJRW5QM2xZNUFTRG9YSUdwQ2tpYnZQLTRKVml6bUdJOFo1M0dNVjNHakhvT2dpRnNVbUQ1RWdrQnEzTGZTaEVpR0JxMHc,0.5
"Wed, 26 Mar 2025 12:01:44 GMT",Supermoon This Week Will Coincide With Rare 'Devil Horns' Solar Eclipse - ScienceAlert,CBMinwFBVV95cUxOVUZoV0tKRTdSTHJhaE5Rb3I0UmxBT1o5WkR1SGNYczdpTmtPelk1djdheHRmTDJMNnMxOXFrWE85VmNhVUlHbERDdDZzQ0RmN2lCay13NEZ1Y1JLUlVVSkVXMnk5R194MDVoQ3ZHVG9OX0JsSTFzZ0t5WWxIbG93cnhENFRDQ1VHQWVVRjlvcl9yVWxCMUVhbDhQcjYxUWs,0.3
"Wed, 26 Mar 2025 17:31:04 GMT",Neptune’s auroras are captured in great detail by NASA’s Webb telescope - The Associated Press,CBMilAFBVV95cUxOZDBleTFabEZSNUdGZE1UaWk0ejFUa3lzUkZtSklSeXBSaFBPQjdIRGsxT2VtaV94YXFzenR3M3pOVFlqMkxWLXMwYk5kdG5IRjkyclVERTRVMGdYMVFKQ045VE1MU2dlbTA5cExKb0VOQ2gzdkd0dC1GLVN6cE1ocHhodnJhVXFGdTF6SUtSejNGVWdk,0.8
"Tue, 25 Mar 2025 18:36:40 GMT",Dying SpaceX rocket triggers giant spiral of light above UK and Europe during secret mission - Livescience.com,CBMi3AFBVV95cUxPbXhkQkk4ZEFxa3ZqSzRjM2EzOTBpTjBWa2QzcWFGWVZJWTZ5aGFlYW5WdU1XTk1UbGd3RUpPRlg4Si1Bc0xoZTNrTXBMVk45c1FObXY4a3BfT0txOVRRbG5CQzFJb1VxNFBLTkRETjJrUVhLdTRIWTBPM2xVWm9RRE5KV2M0R1F2c3E0R0U3eUtvcHNtVC0wVG9yOF9GRG81SFBsSXhzbGYxU1pJRzN6NFk5dktyQlRUWFgxZ29YSXNfOHlXRlczSzVZVVRlck1ud254UjlGT2p4RmFa,0.0
"Wed, 26 Mar 2025 17:02:35 GMT",NASA Statement on Nomination of Greg Autry for Agency CFO - NASA,CBMilwFBVV95cUxNNlpySjV3SFJhMHIwYW04Nmp1VGI1LS1qVzVRTEE2aVI4dWVzR2ZWT2tNSVphem5GVm9KZTZxcnRDaURNZTVHMlBuTTVpSDZCS1l2TWJlVHlXUXpiQjZHdmUwNnVZZWs3M1NVOWxqSjdrbnp0bkVwamNKUndLRkJ3MjdBal9vMTh0dkxlNlE0a1UxYjEzak5Z,0.0
"Wed, 26 Mar 2025 20:29:47 GMT",Measles quickly spreading in Kansas counties with alarmingly low vaccination - Ars Technica,CBMitwFBVV95cUxPRUllLWI2bGJTckMxcWtrQzE4VGlmNVlYSGZjV2JxYnh6eF9OZVlsc3BhdXNUa1NrYzlDbnNSYmloTF9iQlIyV1NucTMySDBUVHRCTi1fR0w5WTFlOFZSajNSZktORnZ3bElHOWcyakZMUjFZUEE5dDY5cE5wMy1iOUQ3azZmY2ZDei1la1NqNXRocXROQnJRUTBsdnhobDhCWVYtaXRaOW5VYWlDLU5PV1Njc1g1QlE,0.1667
"Wed, 26 Mar 2025 21:24:47 GMT","HHS taps anti-vaccine activist to look at debunked links between autism and vaccines, sources say - NBC News",CBMiwgFBVV95cUxPc0FWTUxaZzNUZnFWaENKeGZVNUlwSEozNHBPNEFKTlpyeUpTaEoxaEpGb3U3MWQ0QWFhbU9pTkhCcjRtSl9TZ0xPZVcxbVduWkdRUGxmT1ZlVHhLenprNzExODZwZzh4a09NRVJiWUJTcVlQR0FjRzVxVDQxd2NyYVV3UG9uajhfRXhvTkljLWNHeDVOMlVGeXY1eUxSbXRXZE93YXZZQzdHbnZES0o0V05LUEJQQjVhd3NfSE1kTDZuZ9IBVkFVX3lxTE54Z0tUSkFRZWVjLVlhV0x4djlPUlZ6elZCYXVYeDVHb3RQa29TbUEwWXN4VlFWVFBxaUN1MDlCcXRIaG8xOUNCaFd2aXdiQ1NkNlQxVmdR,0.0
"Wed, 26 Mar 2025 21:56:17 GMT","Measles case confirmed in DC, individual may have exposed others on Amtrak train - ABC News",CBMiqgFBVV95cUxNdE9ramtnM0JPR2hOZnZhOUllUW1LbldZcy1UX0NTcDN2Z0p1OHJVVzdPb0RNWGQ2U1R0b1o5OHhxbm1OWkVpbkxqNzV1aS1IaHE5bFpzY1RPOEwwRzBSZXdmY3Y4RWVfTDBJVi1GWFMzY3VDaVVvRVctU1pLTXpiT2xHc0c3emFUTFU3R0pBVWZ5ZGNweGtsbGtMTzZOb3FlckNZbTJpazFlZ9IBrwFBVV95cUxQQmhrSEJXcWNEUC1yY1RmOV9raWtZS0NsUnVfM2N2SlFWRFc3MnEyTGkydEcyX0p4c0h4alZseUdmUElOOVVod0ExSFV4OVJXeWllaWV0RjNRQ0t3aHVfT2EwR3h5azNCMjI1cnFzR0d4VEZoZmFDek55bmxRemlSMXp5MENHRnpnUkRhUi1IN1JNYnZ5RHNtX0xieVZQX2VlcnJTdDFSWG1rNDQxdHdF,0.2
"Tue, 25 Mar 2025 10:00:00 GMT",Is pollen season in SC worse this year? Here’s what we found - Hilton Head Island Packet,CBMibkFVX3lxTE1qdnppd0F5YjdJRDdhdzBfMVF2TXhkQWRpQl9tRkl5SVdSc2FOZnJRTFo2ZjJqOWI4VVJhUnhLY09PYTRnV1pMZzE4S0Y1b1Job2VtWXI5VmZtT0RWVUxhbmtJQmhMendxZ2N4UUZR0gFuQVVfeXFMTzE4RlNldXkxNVc0YlRrSVlQN1puN0FKR2ZJVnZuNFVoVHdLNjMwM2lIWHVLQlBKNmVHdV9oYm1Oc1VTS1QyR0ticFBlSUZqTWZqVE1adzZxVXp6aDZta0t2N0p3VENEWmt2ZXRVU0E,-0.4
